username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
nasutionakbar,@ainurohman Kontraktor dijadiin tersangka in 3...2.....,-1,Kontraktor dijadiin tersangka in,kontraktor dijadiin tersangka in,kontraktor dijadiin tersangka in,"['kontraktor', 'dijadiin', 'tersangka', 'in']","['kontraktor', 'dijadiin', 'tersangka', 'in']",kontraktor dijadiin sangka in,Negatif,['@ainurohman'],[]
NKRITetapDiHati,@ainurohman Serambi Mekkah memang beda,-1,Serambi Mekkah memang beda,serambi mekkah memang beda,serambi mekkah memang beda,"['serambi', 'mekkah', 'memang', 'beda']","['serambi', 'mekkah', 'memang', 'beda']",serambi mek memang beda,Negatif,['@ainurohman'],[]
missiinyun,@ainurohman Ketauan banget asal asalan dari awal bangunnya asbes nya di tempel pake double tape kali itu biar murah..,-1,Ketauan banget asal asalan dari awal bangunnya asbes nya di tempel pake double tape kali itu biar murah,ketauan banget asal asalan dari awal bangunnya asbes nya di tempel pake double tape kali itu biar murah,ketauan banget asal asalan dari awal bangunnya asbes nya di tempel pake double tape kali itu biar murah,"['ketauan', 'banget', 'asal', 'asalan', 'dari', 'awal', 'bangunnya', 'asbes', 'nya', 'di', 'tempel', 'pake', 'double', 'tape', 'kali', 'itu', 'biar', 'murah']","['ketauan', 'banget', 'asal', 'asalan', 'awal', 'bangunnya', 'asbes', 'nya', 'tempel', 'pake', 'double', 'tape', 'kali', 'biar', 'murah']",tau banget asal asal awal bangun asbes nya tempel pake double tape kali biar murah,Negatif,['@ainurohman'],[]
mchlrs_,@ainurohman Nah kan setara sama olimpiade banyak kejutan2 yg tak terduga. Mantap,1,Nah kan setara sama olimpiade banyak kejutan yg tak terduga Mantap,nah kan setara sama olimpiade banyak kejutan yg tak terduga mantap,kan setara sama olimpiade banyak kejutan yang tak terduga mantap,"['kan', 'setara', 'sama', 'olimpiade', 'banyak', 'kejutan', 'yang', 'tak', 'terduga', 'mantap']","['kan', 'setara', 'sama', 'olimpiade', 'banyak', 'kejutan', 'tak', 'terduga', 'mantap']",kan tara sama olimpiade banyak kejut tak duga mantap,Positif,['@ainurohman'],[]
ari_restunu,@ainurohman Infrastruktur belum selesai sesuatu yg dipaksakan ya begini hasilnya...memalukan dan memilukan untuk sekelas event olahraga nasional..,-1,Infrastruktur belum selesai sesuatu yg dipaksakan ya begini hasilnya memalukan dan memilukan untuk sekelas event olahraga nasional,infrastruktur belum selesai sesuatu yg dipaksakan ya begini hasilnya memalukan dan memilukan untuk sekelas event olahraga nasional,infrastruktur belum selesai sesuatu yang dipaksakan ya begini hasilnya memalukan dan memilukan untuk sekelas event olahraga nasional,"['infrastruktur', 'belum', 'selesai', 'sesuatu', 'yang', 'dipaksakan', 'ya', 'begini', 'hasilnya', 'memalukan', 'dan', 'memilukan', 'untuk', 'sekelas', 'event', 'olahraga', 'nasional']","['infrastruktur', 'selesai', 'yang', 'dipaksakan', 'begini', 'hasilnya', 'memalukan', 'memilukan', 'sekelas', 'event', 'olahraga', 'nasional']",infrastruktur selesai yang paksa begini hasil malu milu kelas event olahraga nasional,Negatif,['@ainurohman'],[]
notmuskat,@ainurohman Venue menembak yg bisa beralih fungsi jd venue kolam renang...Multifungsi bet keren!,1,Venue menembak yg bisa beralih fungsi jd venue kolam renang Multifungsi bet keren,venue menembak yg bisa beralih fungsi jd venue kolam renang multifungsi bet keren,venue menembak yang bisa beralih fungsi jd venue kolam renang multifungsi bet keren,"['venue', 'menembak', 'yang', 'bisa', 'beralih', 'fungsi', 'jd', 'venue', 'kolam', 'renang', 'multifungsi', 'bet', 'keren']","['venue', 'menembak', 'bisa', 'beralih', 'fungsi', 'jd', 'venue', 'kolam', 'renang', 'multifungsi', 'bet', 'keren']",venue tembak bisa alih fungsi jd venue kolam renang multifungsi bet keren,Positif,['@ainurohman'],[]
initwitdeww,@ainurohman Ngeriii bangetttt,-1,Ngeriii bangetttt,ngeriii bangetttt,ngeriii bangetttt,"['ngeriii', 'bangetttt']","['ngeriii', 'bangetttt']",ngeriii bangetttt,Negatif,['@ainurohman'],[]
geletea,@ainurohman PON paling acak acakan sepanjang penyelenggaraan,-1,PON paling acak acakan sepanjang penyelenggaraan,pon paling acak acakan sepanjang penyelenggaraan,pon paling acak acakan sepanjang penyelenggaraan,"['pon', 'paling', 'acak', 'acakan', 'sepanjang', 'penyelenggaraan']","['pon', 'paling', 'acak', 'acakan', 'sepanjang', 'penyelenggaraan']",pon paling acak acak panjang selenggara,Negatif,['@ainurohman'],[]
Judakusumah1,@ainurohman suara senjata atlit pasti pengaruh ke bangunan yg msh baru,-1,suara senjata atlit pasti pengaruh ke bangunan yg msh baru,suara senjata atlit pasti pengaruh ke bangunan yg msh baru,suara senjata atlit pasti pengaruh ke bangunan yang msh baru,"['suara', 'senjata', 'atlit', 'pasti', 'pengaruh', 'ke', 'bangunan', 'yang', 'msh', 'baru']","['suara', 'senjata', 'atlit', 'pengaruh', 'bangunan', 'msh', 'baru']",suara senjata atlit pengaruh bangun msh baru,Negatif,['@ainurohman'],[]
kylvy_,@ainurohman emang sprt tidak niat venue nya pon kali ini,-1,emang sprt tidak niat venue nya pon kali ini,emang sprt tidak niat venue nya pon kali ini,memang sprt tidak niat venue nya pon kali ini,"['memang', 'sprt', 'tidak', 'niat', 'venue', 'nya', 'pon', 'kali', 'ini']","['memang', 'sprt', 'niat', 'venue', 'nya', 'pon', 'kali']",memang sprt niat venue nya pon kali,Negatif,['@ainurohman'],[]
vo_stores,@ainurohman Yang katanya sekelas olympics,-1,Yang katanya sekelas olympics,yang katanya sekelas olympics,yang katanya sekelas olympics,"['yang', 'katanya', 'sekelas', 'olympics']","['katanya', 'sekelas', 'olympics']",kata kelas olympics,Negatif,['@ainurohman'],[]
Eko_S_O_SKom,@ainurohman Ini bahaya ada kabel listrik stop kontak bisa kesetrum,-1,Ini bahaya ada kabel listrik stop kontak bisa kesetrum,ini bahaya ada kabel listrik stop kontak bisa kesetrum,ini bahaya ada kabel listrik stop kontak bisa kesetrum,"['ini', 'bahaya', 'ada', 'kabel', 'listrik', 'stop', 'kontak', 'bisa', 'kesetrum']","['bahaya', 'kabel', 'listrik', 'stop', 'kontak', 'kesetrum']",bahaya kabel listrik stop kontak setrum,Negatif,['@ainurohman'],[]
abcdemdeka,@ainurohman Parah bgt,-1,Parah bgt,parah bgt,parah banget,"['parah', 'banget']","['parah', 'banget']",parah banget,Negatif,['@ainurohman'],[]
ajielito,@ainurohman PON nya udah mau beres tp ada venue yg bs dibilang belum selesai. Apa ini murni cm karena anggaran kurang banyak seperti yg dibilang orang-orang dan cairnya lama padahal penunjukkan tuan rumah sudah dr jauh -jauh hari sebelumnya,-1,PON nya udah mau beres tp ada venue yg bs dibilang belum selesai Apa ini murni cm karena anggaran kurang banyak seperti yg dibilang orang orang dan cairnya lama padahal penunjukkan tuan rumah sudah dr jauh jauh hari sebelumnya,pon nya udah mau beres tp ada venue yg bs dibilang belum selesai apa ini murni cm karena anggaran kurang banyak seperti yg dibilang orang orang dan cairnya lama padahal penunjukkan tuan rumah sudah dr jauh jauh hari sebelumnya,pon nya sudah mau beres tapi ada venue yang bisa dibilang belum selesai apa ini murni cm karena anggaran kurang banyak seperti yang dibilang orang orang dan cairnya lama padahal penunjukkan tuan rumah sudah dari jauh jauh hari sebelumnya,"['pon', 'nya', 'sudah', 'mau', 'beres', 'tapi', 'ada', 'venue', 'yang', 'bisa', 'dibilang', 'belum', 'selesai', 'apa', 'ini', 'murni', 'cm', 'karena', 'anggaran', 'kurang', 'banyak', 'seperti', 'yang', 'dibilang', 'orang', 'orang', 'dan', 'cairnya', 'lama', 'padahal', 'penunjukkan', 'tuan', 'rumah', 'sudah', 'dari', 'jauh', 'jauh', 'hari', 'sebelumnya']","['pon', 'nya', 'mau', 'beres', 'ada', 'venue', 'bisa', 'dibilang', 'selesai', 'apa', 'murni', 'cm', 'anggaran', 'kurang', 'banyak', 'yang', 'dibilang', 'orang', 'orang', 'cairnya', 'lama', 'padahal', 'penunjukkan', 'tuan', 'rumah', 'dari', 'jauh', 'jauh', 'hari', 'sebelumnya']",pon nya mau beres ada venue bisa bilang selesai apa murni cm anggar kurang banyak yang bilang orang orang cair lama padahal tunjuk tuan rumah dari jauh jauh hari belum,Negatif,['@ainurohman'],[]
sasstraa,@ainurohman Kacau,-1,Kacau,kacau,kacau,['kacau'],['kacau'],kacau,Negatif,['@ainurohman'],[]
ynrWG,@ainurohman Ada yg berani tanggung jawab ga ya kira2 atau jd atlet pingpong semua ?,-1,Ada yg berani tanggung jawab ga ya kira atau jd atlet pingpong semua,ada yg berani tanggung jawab ga ya kira atau jd atlet pingpong semua,ada yang berani tanggung jawab tidak ya kira atau jd atlet pingpong semua,"['ada', 'yang', 'berani', 'tanggung', 'jawab', 'tidak', 'ya', 'kira', 'atau', 'jd', 'atlet', 'pingpong', 'semua']","['yang', 'berani', 'tanggung', 'jawab', 'ya', 'kira', 'jd', 'atlet', 'pingpong', 'semua']",yang berani tanggung jawab ya kira jd atlet pingpong semua,Negatif,['@ainurohman'],[]
diananasution_,@ainurohman Menjelang purna jadinya tidak terlalu mementingkan anggarannya dipotong banyak karena sudah habis buat ......,-1,Menjelang purna jadinya tidak terlalu mementingkan anggarannya dipotong banyak karena sudah habis buat,menjelang purna jadinya tidak terlalu mementingkan anggarannya dipotong banyak karena sudah habis buat,menjelang purna jadinya tidak terlalu mementingkan anggarannya dipotong banyak karena sudah habis buat,"['menjelang', 'purna', 'jadinya', 'tidak', 'terlalu', 'mementingkan', 'anggarannya', 'dipotong', 'banyak', 'karena', 'sudah', 'habis', 'buat']","['menjelang', 'purna', 'jadinya', 'terlalu', 'mementingkan', 'anggarannya', 'dipotong', 'banyak', 'sudah', 'habis', 'buat']",jelang purna jadi terlalu penting anggar potong banyak sudah habis buat,Negatif,['@ainurohman'],[]
orenkucing05,@ainurohman Heran gw kenapa sih pada kerja ga niat amat... Goblog banget Ini event besar tapi berita2nya malah minim prestasi... kebanyakan di kebobrokan penyelanggaranya Idiot,-1,Heran gw kenapa sih pada kerja ga niat amat Goblog banget Ini event besar tapi berita nya malah minim prestasi kebanyakan di kebobrokan penyelanggaranya Idiot,heran gw kenapa sih pada kerja ga niat amat goblog banget ini event besar tapi berita nya malah minim prestasi kebanyakan di kebobrokan penyelanggaranya idiot,heran gw kenapa pada kerja tidak niat amat goblog banget ini event besar tapi berita nya malah minim prestasi kebanyakan di kebobrokan penyelanggaranya idiot,"['heran', 'gw', 'kenapa', 'pada', 'kerja', 'tidak', 'niat', 'amat', 'goblog', 'banget', 'ini', 'event', 'besar', 'tapi', 'berita', 'nya', 'malah', 'minim', 'prestasi', 'kebanyakan', 'di', 'kebobrokan', 'penyelanggaranya', 'idiot']","['heran', 'gw', 'pada', 'kerja', 'niat', 'goblog', 'banget', 'event', 'besar', 'berita', 'nya', 'malah', 'minim', 'prestasi', 'kebanyakan', 'kebobrokan', 'penyelanggaranya', 'idiot']",heran gw pada kerja niat goblog banget event besar berita nya malah minim prestasi banyak bobrok penyelanggaranya idiot,Negatif,['@ainurohman'],[]
hidarisio,@ainurohman Pemerintah Aceh terlalu egois,-1,Pemerintah Aceh terlalu egois,pemerintah aceh terlalu egois,pemerintah aceh terlalu egois,"['pemerintah', 'aceh', 'terlalu', 'egois']","['pemerintah', 'aceh', 'terlalu', 'egois']",perintah aceh terlalu egois,Negatif,['@ainurohman'],[]
RiccoValentino1,@ainurohman Menggambarkan bobrok nya menpora yg gak pernah sidak atau cek ke lapangan pdhal dri PON lah bnyak lahir atlet2 yg mendunia,-1,Menggambarkan bobrok nya menpora yg gak pernah sidak atau cek ke lapangan pdhal dri PON lah bnyak lahir atlet yg mendunia,menggambarkan bobrok nya menpora yg gak pernah sidak atau cek ke lapangan pdhal dri pon lah bnyak lahir atlet yg mendunia,menggambarkan bobrok nya menpora yang tidak pernah sidak atau cek ke lapangan pdhal dri pon lah bnyak lahir atlet yang mendunia,"['menggambarkan', 'bobrok', 'nya', 'menpora', 'yang', 'tidak', 'pernah', 'sidak', 'atau', 'cek', 'ke', 'lapangan', 'pdhal', 'dri', 'pon', 'lah', 'bnyak', 'lahir', 'atlet', 'yang', 'mendunia']","['menggambarkan', 'bobrok', 'nya', 'menpora', 'tidak', 'pernah', 'sidak', 'cek', 'lapangan', 'pdhal', 'dri', 'pon', 'bnyak', 'lahir', 'atlet', 'mendunia']",gambar bobrok nya menpora tidak pernah sidak cek lapang pdhal dri pon bnyak lahir atlet dunia,Negatif,['@ainurohman'],[]
mikey_1713,@ainurohman Menpora banyak dosa,-1,Menpora banyak dosa,menpora banyak dosa,menpora banyak dosa,"['menpora', 'banyak', 'dosa']","['menpora', 'banyak', 'dosa']",menpora banyak dosa,Negatif,['@ainurohman'],[]
speakbola_id,@MafiaWasit Kalo diselenggarain di Jawa nanti dibilang Jawasentris.. Besok2 di Papua aja kaya kemarin sukses besar apalagi ditengah Covid. Harusnya ini momentum sih.,-1,Kalo diselenggarain di Jawa nanti dibilang Jawasentris Besok di Papua aja kaya kemarin sukses besar apalagi ditengah Covid Harusnya ini momentum sih,kalo diselenggarain di jawa nanti dibilang jawasentris besok di papua aja kaya kemarin sukses besar apalagi ditengah covid harusnya ini momentum sih,kalau diselenggarain di jawa nanti dibilang jawasentris besok di papua saja kaya kemarin sukses besar apalagi ditengah covid harusnya ini momentum,"['kalau', 'diselenggarain', 'di', 'jawa', 'nanti', 'dibilang', 'jawasentris', 'besok', 'di', 'papua', 'saja', 'kaya', 'kemarin', 'sukses', 'besar', 'apalagi', 'ditengah', 'covid', 'harusnya', 'ini', 'momentum']","['kalau', 'diselenggarain', 'jawa', 'dibilang', 'jawasentris', 'besok', 'papua', 'kaya', 'kemarin', 'sukses', 'besar', 'ditengah', 'covid', 'harusnya', 'momentum']",kalau diselenggarain jawa bilang jawasentris besok papua kaya kemarin sukses besar tengah covid harus momentum,Negatif,['@MafiaWasit'],[]
okinantan,@MafiaWasit Aku sampe bikin di bio saking gk ada aura event besar nya Yg nampak jelas di mata aja yaitu baliho2 PON a.n Pj. Gub Hasanudin diturunkan.. Masuk Pj. Gub yg baru ganti lg baliho2 ucapan PON se provinsi Belum lg liat keluhan2 fee acara sebelumnya gk beres,-1,Aku sampe bikin di bio saking gk ada aura event besar nya Yg nampak jelas di mata aja yaitu baliho PON a n Pj Gub Hasanudin diturunkan Masuk Pj Gub yg baru ganti lg baliho ucapan PON se provinsi Belum lg liat keluhan fee acara sebelumnya gk beres,aku sampe bikin di bio saking gk ada aura event besar nya yg nampak jelas di mata aja yaitu baliho pon a n pj gub hasanudin diturunkan masuk pj gub yg baru ganti lg baliho ucapan pon se provinsi belum lg liat keluhan fee acara sebelumnya gk beres,aku sampai membuat di bio saking tidak ada aura event besar nya yang nampak jelas di mata saja yaitu baliho pon a n pj gub hasanudin diturunkan masuk pj gub yang baru ganti lagi baliho ucapan pon se provinsi belum lagi lihat keluhan fee acara sebelumnya tidak beres,"['aku', 'sampai', 'membuat', 'di', 'bio', 'saking', 'tidak', 'ada', 'aura', 'event', 'besar', 'nya', 'yang', 'nampak', 'jelas', 'di', 'mata', 'saja', 'yaitu', 'baliho', 'pon', 'a', 'n', 'pj', 'gub', 'hasanudin', 'diturunkan', 'masuk', 'pj', 'gub', 'yang', 'baru', 'ganti', 'lagi', 'baliho', 'ucapan', 'pon', 'se', 'provinsi', 'belum', 'lagi', 'lihat', 'keluhan', 'fee', 'acara', 'sebelumnya', 'tidak', 'beres']","['aku', 'membuat', 'bio', 'saking', 'ada', 'aura', 'event', 'besar', 'nya', 'nampak', 'jelas', 'mata', 'yaitu', 'baliho', 'pon', 'a', 'n', 'pj', 'gub', 'hasanudin', 'diturunkan', 'masuk', 'pj', 'gub', 'baru', 'ganti', 'baliho', 'ucapan', 'pon', 'se', 'provinsi', 'lagi', 'lihat', 'keluhan', 'fee', 'acara', 'sebelumnya', 'beres']",aku buat bio saking ada aura event besar nya nampak jelas mata yaitu baliho pon pj gub hasanudin turun masuk pj gub baru ganti baliho ucap pon se provinsi lagi lihat keluh fee acara belum beres,Negatif,['@MafiaWasit'],[]
dddddiiiddief,@MafiaWasit Sebagai warga sumut yg niat bgt nonton pon. Kacau bgt sih emang. Ticketing gak jelas jadwal pertandingan dan jam yg gak jelas. Bisa tiba2 mundur gak kasih info wkwk. Penontonnya harus nerawang2 nyari infonya. Gak ada siaran live streaming juga. Venue ala kadarnya juga,-1,Sebagai warga sumut yg niat bgt nonton pon Kacau bgt sih emang Ticketing gak jelas jadwal pertandingan dan jam yg gak jelas Bisa tiba mundur gak kasih info wkwk Penontonnya harus nerawang nyari infonya Gak ada siaran live streaming juga Venue ala kadarnya juga,sebagai warga sumut yg niat bgt nonton pon kacau bgt sih emang ticketing gak jelas jadwal pertandingan dan jam yg gak jelas bisa tiba mundur gak kasih info wkwk penontonnya harus nerawang nyari infonya gak ada siaran live streaming juga venue ala kadarnya juga,sebagai warga sumut yang niat banget nonton pon kacau banget memang ticketing tidak jelas jadwal pertandingan dan jam yang tidak jelas bisa tiba mundur tidak kasih info wkwk penontonnya harus nerawang nyari infonya tidak ada siaran live streaming juga venue ala kadarnya juga,"['sebagai', 'warga', 'sumut', 'yang', 'niat', 'banget', 'nonton', 'pon', 'kacau', 'banget', 'memang', 'ticketing', 'tidak', 'jelas', 'jadwal', 'pertandingan', 'dan', 'jam', 'yang', 'tidak', 'jelas', 'bisa', 'tiba', 'mundur', 'tidak', 'kasih', 'info', 'wkwk', 'penontonnya', 'harus', 'nerawang', 'nyari', 'infonya', 'tidak', 'ada', 'siaran', 'live', 'streaming', 'juga', 'venue', 'ala', 'kadarnya', 'juga']","['warga', 'sumut', 'niat', 'banget', 'nonton', 'pon', 'kacau', 'banget', 'memang', 'ticketing', 'jelas', 'jadwal', 'pertandingan', 'jam', 'jelas', 'tiba', 'mundur', 'kasih', 'info', 'wkwk', 'penontonnya', 'nerawang', 'nyari', 'infonya', 'tidak', 'ada', 'siaran', 'live', 'streaming', 'venue', 'ala', 'kadarnya']",warga sumut niat banget nonton pon kacau banget memang ticketing jelas jadwal tanding jam jelas tiba mundur kasih info wkwk tonton nerawang nyari info tidak ada siar live streaming venue ala kadar,Negatif,['@MafiaWasit'],[]
roni_tampoe,@MafiaWasit Sebagai seorang Green Volunteers saya mewakili kawan2 saya yg lain berterima kasih karena sudah menyuarakan ini. Uang transport bimtek cuma 100k perhari itupun belum cair juga sampek skrg (udah 3 minggu). Uang fee perhari selama event cuma 150K (PON Papua 300K).,-1,Sebagai seorang Green Volunteers saya mewakili kawan saya yg lain berterima kasih karena sudah menyuarakan ini Uang transport bimtek cuma k perhari itupun belum cair juga sampek skrg udah minggu Uang fee perhari selama event cuma K PON Papua K,sebagai seorang green volunteers saya mewakili kawan saya yg lain berterima kasih karena sudah menyuarakan ini uang transport bimtek cuma k perhari itupun belum cair juga sampek skrg udah minggu uang fee perhari selama event cuma k pon papua k,sebagai seorang green volunteers saya mewakili kawan saya yang lain berterima kasih karena sudah menyuarakan ini uang transport bimtek cuma k perhari itupun belum cair juga sampek skrg sudah minggu uang fee perhari selama event cuma k pon papua k,"['sebagai', 'seorang', 'green', 'volunteers', 'saya', 'mewakili', 'kawan', 'saya', 'yang', 'lain', 'berterima', 'kasih', 'karena', 'sudah', 'menyuarakan', 'ini', 'uang', 'transport', 'bimtek', 'cuma', 'k', 'perhari', 'itupun', 'belum', 'cair', 'juga', 'sampek', 'skrg', 'sudah', 'minggu', 'uang', 'fee', 'perhari', 'selama', 'event', 'cuma', 'k', 'pon', 'papua', 'k']","['seorang', 'green', 'volunteers', 'mewakili', 'kawan', 'yang', 'berterima', 'kasih', 'menyuarakan', 'uang', 'transport', 'bimtek', 'cuma', 'k', 'perhari', 'itupun', 'cair', 'sampek', 'skrg', 'sudah', 'minggu', 'uang', 'fee', 'perhari', 'selama', 'event', 'cuma', 'k', 'pon', 'papua', 'k']",orang green volunteers wakil kawan yang terima kasih suara uang transport bimtek cuma hari itu cair sampek skrg sudah minggu uang fee hari lama event cuma pon papua,Negatif,['@MafiaWasit'],[]
arcandratahir,@MafiaWasit Papua dapat hadiah pusat begitu besar bung sedangkan Aceh-Sumut hanya mengandalkan kekuatan uang daerah saja jadi terimalah apa adanya sempat di wacanakan untuk di undur tahun depan tapi yg mulia JKW ingin even terakhir beliau ujung ke ujung Aceh sampai Papua beliau bangun https://t.co/TCtmkyMLEB,-1,Papua dapat hadiah pusat begitu besar bung sedangkan Aceh Sumut hanya mengandalkan kekuatan uang daerah saja jadi terimalah apa adanya sempat di wacanakan untuk di undur tahun depan tapi yg mulia JKW ingin even terakhir beliau ujung ke ujung Aceh sampai Papua beliau bangun,papua dapat hadiah pusat begitu besar bung sedangkan aceh sumut hanya mengandalkan kekuatan uang daerah saja jadi terimalah apa adanya sempat di wacanakan untuk di undur tahun depan tapi yg mulia jkw ingin even terakhir beliau ujung ke ujung aceh sampai papua beliau bangun,papua dapat hadiah pusat begitu besar bung sedangkan aceh sumut hanya mengandalkan kekuatan uang daerah saja jadi terimalah apa adanya sempat di wacanakan untuk di undur tahun depan tapi yang mulia jkw ingin even terakhir beliau ujung ke ujung aceh sampai papua beliau bangun,"['papua', 'dapat', 'hadiah', 'pusat', 'begitu', 'besar', 'bung', 'sedangkan', 'aceh', 'sumut', 'hanya', 'mengandalkan', 'kekuatan', 'uang', 'daerah', 'saja', 'jadi', 'terimalah', 'apa', 'adanya', 'sempat', 'di', 'wacanakan', 'untuk', 'di', 'undur', 'tahun', 'depan', 'tapi', 'yang', 'mulia', 'jkw', 'ingin', 'even', 'terakhir', 'beliau', 'ujung', 'ke', 'ujung', 'aceh', 'sampai', 'papua', 'beliau', 'bangun']","['papua', 'hadiah', 'pusat', 'besar', 'bung', 'aceh', 'sumut', 'mengandalkan', 'kekuatan', 'uang', 'daerah', 'jadi', 'terimalah', 'apa', 'adanya', 'sempat', 'wacanakan', 'di', 'undur', 'tahun', 'depan', 'yang', 'mulia', 'jkw', 'even', 'terakhir', 'beliau', 'ujung', 'ujung', 'aceh', 'papua', 'beliau', 'bangun']",papua hadiah pusat besar bung aceh sumut andal kuat uang daerah jadi terima apa ada sempat wacana di undur tahun depan yang mulia jkw even akhir beliau ujung ujung aceh papua beliau bangun,Negatif,['@MafiaWasit'],[]
claisenta,@MafiaWasit Provinsi sumut ini adalah provinsi para ketua gotham city parahlah pokoknya suka suka si ketua itu ajalah bang Tetangga awak aja kalau di tanya PON sumut jadinya PON sumut itu kok gak nampak beritanya,-1,Provinsi sumut ini adalah provinsi para ketua gotham city parahlah pokoknya suka suka si ketua itu ajalah bang Tetangga awak aja kalau di tanya PON sumut jadinya PON sumut itu kok gak nampak beritanya,provinsi sumut ini adalah provinsi para ketua gotham city parahlah pokoknya suka suka si ketua itu ajalah bang tetangga awak aja kalau di tanya pon sumut jadinya pon sumut itu kok gak nampak beritanya,provinsi sumut ini adalah provinsi para ketua gotham city parahlah pokoknya suka suka si ketua itu ajalah bang tetangga awak saja kalau di tanya pon sumut jadinya pon sumut itu kok tidak nampak beritanya,"['provinsi', 'sumut', 'ini', 'adalah', 'provinsi', 'para', 'ketua', 'gotham', 'city', 'parahlah', 'pokoknya', 'suka', 'suka', 'si', 'ketua', 'itu', 'ajalah', 'bang', 'tetangga', 'awak', 'saja', 'kalau', 'di', 'tanya', 'pon', 'sumut', 'jadinya', 'pon', 'sumut', 'itu', 'kok', 'tidak', 'nampak', 'beritanya']","['provinsi', 'sumut', 'adalah', 'provinsi', 'ketua', 'gotham', 'city', 'parahlah', 'pokoknya', 'suka', 'suka', 'si', 'ketua', 'ajalah', 'bang', 'tetangga', 'awak', 'kalau', 'tanya', 'pon', 'sumut', 'jadinya', 'pon', 'sumut', 'kok', 'nampak', 'beritanya']",provinsi sumut adalah provinsi ketua gotham city parah pokok suka suka si ketua aja bang tetangga awak kalau tanya pon sumut jadi pon sumut kok nampak berita,Negatif,['@MafiaWasit'],[]
alien_kampung,@MafiaWasit Tahun 2004 wkt Sumsel jd tuan rumah PON itu semua bs jalan dg bagus dan jd momentum utk pembangunan infrastruktur berkelanjutan. Multiplier effect nya juga berasa sampe skrg. Hanya butuh komitmen Pemda aja ini mah.,-1,Tahun wkt Sumsel jd tuan rumah PON itu semua bs jalan dg bagus dan jd momentum utk pembangunan infrastruktur berkelanjutan Multiplier effect nya juga berasa sampe skrg Hanya butuh komitmen Pemda aja ini mah,tahun wkt sumsel jd tuan rumah pon itu semua bs jalan dg bagus dan jd momentum utk pembangunan infrastruktur berkelanjutan multiplier effect nya juga berasa sampe skrg hanya butuh komitmen pemda aja ini mah,tahun wkt sumsel jd tuan rumah pon itu semua bisa jalan dg bagus dan jd momentum untuk pembangunan infrastruktur berkelanjutan multiplier effect nya juga berasa sampai skrg hanya butuh komitmen pemda saja ini mah,"['tahun', 'wkt', 'sumsel', 'jd', 'tuan', 'rumah', 'pon', 'itu', 'semua', 'bisa', 'jalan', 'dg', 'bagus', 'dan', 'jd', 'momentum', 'untuk', 'pembangunan', 'infrastruktur', 'berkelanjutan', 'multiplier', 'effect', 'nya', 'juga', 'berasa', 'sampai', 'skrg', 'hanya', 'butuh', 'komitmen', 'pemda', 'saja', 'ini', 'mah']","['tahun', 'wkt', 'sumsel', 'jd', 'tuan', 'rumah', 'pon', 'semua', 'jalan', 'dg', 'bagus', 'jd', 'momentum', 'pembangunan', 'infrastruktur', 'berkelanjutan', 'multiplier', 'effect', 'nya', 'berasa', 'skrg', 'butuh', 'komitmen', 'pemda', 'ini', 'mah']",tahun wkt sumsel jd tuan rumah pon semua jalan dg bagus jd momentum bangun infrastruktur lanjut multiplier effect nya asa skrg butuh komitmen pemda ini mah,Negatif,['@MafiaWasit'],[]
senncoin,@MafiaWasit Hingga detik ini gak terasa suasana akan diselenggarakan PON di Medan,-1,Hingga detik ini gak terasa suasana akan diselenggarakan PON di Medan,hingga detik ini gak terasa suasana akan diselenggarakan pon di medan,hingga detik ini tidak terasa suasana akan diselenggarakan pon di medan,"['hingga', 'detik', 'ini', 'tidak', 'terasa', 'suasana', 'akan', 'diselenggarakan', 'pon', 'di', 'medan']","['hingga', 'detik', 'tidak', 'terasa', 'suasana', 'diselenggarakan', 'pon', 'medan']",hingga detik tidak asa suasana selenggara pon medan,Negatif,['@MafiaWasit'],[]
